run_id,model_id,prompt_id,judge_id,judge_temp,adherence,aesthetic,photoreal,text,anatomy,note,judge_latency_ms,judge_status,judge_error
14ac453c-0003,google/imagen-3,T2I-011,openai/gpt-5.5,0.0,4,5,5,3,N/A,"Strong red neon diner sign on brick exterior at night with wet sidewalk reflections, but the sign text appears to read 'OPEN 24 HURS' rather than exactly 'OPEN 24 HOURS'.",9141,200,
14ac453c-0003,google/imagen-3,T2I-011,openai/gpt-5.5,0.3,4,4,5,3,N/A,"Strong red neon diner sign on a brick exterior at night with wet sidewalk reflections, matching most requested elements. However the main text appears to read “OPEN 24 HURS” rather than exactly “OPEN 24 HOURS,” missing the O in HOURS.",8063,200,
14ac453c-0004,openai/gpt-image-1,T2I-011,anthropic/claude-opus-4.7,0.0,5,5,4,5,N/A,"Text accurate, strong neon mood, wet reflections present; brick is dim but visible.",6220,200,
14ac453c-0004,openai/gpt-image-1,T2I-011,anthropic/claude-opus-4.7,0.3,4,5,4,5,N/A,"Text correct, strong neon mood and wet reflection; brick is dark but present.",5240,200,
14ac453c-0004,openai/gpt-image-1,T2I-011,openai/gpt-5.5,0.0,5,5,5,5,N/A,"The image closely matches the prompt: red neon 'OPEN 24 HOURS' text is clear and exact, mounted on a brick 1950s-style diner exterior at night, with wet sidewalk/street reflections. Extra 'DINER' text is present but fits the setting.",9681,200,
14ac453c-0004,openai/gpt-image-1,T2I-011,openai/gpt-5.5,0.3,5,5,4,5,N/A,"Matches the requested red neon OPEN 24 HOURS sign on a brick diner exterior at night, with wet sidewalk/street reflections and a convincing vintage diner mood.",8630,200,
14ac453c-0005,google/imagen-3,T2I-021,anthropic/claude-opus-4.7,0.0,5,5,5,N/A,N/A,"Strong adherence to placement, materials, and lighting.",4092,200,
14ac453c-0005,google/imagen-3,T2I-021,anthropic/claude-opus-4.7,0.3,5,5,5,N/A,N/A,Strong prompt match with convincing materials and lighting.,4608,200,
14ac453c-0005,google/imagen-3,T2I-021,openai/gpt-5.5,0.0,4,4,5,N/A,N/A,Correct red wooden cube on left and blue glass sphere on right on polished concrete; very photoreal and polished. Lighting appears more hard/direct with strong window shadows rather than soft north-window light.,6284,200,
14ac453c-0005,google/imagen-3,T2I-021,openai/gpt-5.5,0.3,4,4,5,N/A,N/A,"Accurately shows a red wooden cube on the left and a blue glass sphere on the right on a polished concrete floor. Photographic still-life quality is strong, but the lighting appears like hard direct window sunlight with strong shadows rather than soft north-window light.",6357,200,
14ac453c-0006,openai/gpt-image-1,T2I-021,anthropic/claude-opus-4.7,0.0,5,4,5,N/A,N/A,"Accurate composition with correct positions, materials, and soft directional light.",5864,200,
14ac453c-0006,openai/gpt-image-1,T2I-021,anthropic/claude-opus-4.7,0.3,5,5,5,N/A,N/A,"Accurate placement, materials, and lighting.",5156,200,
14ac453c-0006,openai/gpt-image-1,T2I-021,openai/gpt-5.5,0.0,5,5,5,N/A,N/A,Accurately shows a red wooden cube on the left and a blue glass sphere on the right on a polished concrete floor with soft studio window-like lighting.,5375,200,
14ac453c-0006,openai/gpt-image-1,T2I-021,openai/gpt-5.5,0.3,5,5,5,N/A,N/A,Accurately depicts a red wooden cube on the left and a blue glass sphere on the right on a polished concrete floor with soft studio/window lighting; materials and reflections are convincing.,6619,200,
14ac453c-0007,google/imagen-3,T2I-031,anthropic/claude-opus-4.7,0.0,4,4,4,N/A,4,"Cats and bird are well rendered, but the cats face each other rather than both looking out at the bird.",5628,200,
14ac453c-0007,google/imagen-3,T2I-031,anthropic/claude-opus-4.7,0.3,4,4,4,N/A,4,"Cats and bird present, but they face each other rather than both looking out at the bird.",5672,200,
14ac453c-0007,google/imagen-3,T2I-031,openai/gpt-5.5,0.0,5,5,5,N/A,5,"Matches the prompt very well: left cat is a fluffy tabby Maine Coon, right cat is a black short-hair, both are on the windowsill looking out at a bird outside. Lighting and composition are natural and polished.",6998,200,
14ac453c-0007,google/imagen-3,T2I-031,openai/gpt-5.5,0.3,5,5,5,N/A,5,"Matches the requested scene very well: fluffy tabby Maine Coon on the left, black short-hair on the right, both on the windowsill looking toward a bird outside in soft daylight.",8088,200,
14ac453c-0008,openai/gpt-image-1,T2I-031,anthropic/claude-opus-4.7,0.0,3,4,4,N/A,4,"Cats and bird rendered well, but the tabby cat is looking at the black cat rather than the bird, partially missing the 'both looking at a bird' requirement.",7581,200,
14ac453c-0008,openai/gpt-image-1,T2I-031,anthropic/claude-opus-4.7,0.3,4,5,4,N/A,4,"Maine Coon tabby left, black cat right, both on sill, bird outside; however the tabby looks at viewer not bird, slightly reducing adherence.",6513,200,
14ac453c-0008,openai/gpt-image-1,T2I-031,openai/gpt-5.5,0.0,4,5,4,N/A,5,"Strong match: two cats on a windowsill with a bird outside and warm afternoon light. Left cat is fluffy tabby and Maine Coon-like; right cat is black and short-haired/sleek enough. Both look outward, though the left cat is not as clearly focused on the bird as the right.",7681,200,
14ac453c-0008,openai/gpt-image-1,T2I-031,openai/gpt-5.5,0.3,4,5,4,N/A,5,"Strong match: left cat is fluffy tabby Maine Coon-like, right cat is black short-hair, both are on a windowsill with a bird outside and warm afternoon light. Minor issue: the left cat appears to look more forward than directly at the bird.",9787,200,
14ac453c-0009,google/imagen-3,T2I-041,anthropic/claude-opus-4.7,0.0,5,5,5,N/A,N/A,Strong watercolor feel with visible washes and paper texture; all prompt elements present.,5767,200,
14ac453c-0009,google/imagen-3,T2I-041,anthropic/claude-opus-4.7,0.3,5,5,5,N/A,N/A,Strong watercolor feel with visible washes and paper texture; all prompt elements present.,5594,200,
14ac453c-0009,google/imagen-3,T2I-041,openai/gpt-5.5,0.0,5,5,5,N/A,N/A,"Strong match: watercolor look with visible paper grain, loose brushwork, snowy pine forest, wooden cottage, pink-lavender dusk sky, and warm yellow window light. Non-photoreal style is convincing.",8502,200,
14ac453c-0009,google/imagen-3,T2I-041,openai/gpt-5.5,0.3,5,5,5,N/A,N/A,"Excellent match: clear watercolor style with visible paper grain and loose brushwork, wooden cottage in snowy pine forest, pink-lavender dusk sky, and warm yellow window light. Non-photoreal as requested.",7483,200,
14ac453c-0010,openai/gpt-image-1,T2I-041,anthropic/claude-opus-4.7,0.0,5,5,5,N/A,N/A,"Strong watercolor feel with visible washes, pink/lavender dusk, glowing windows, snowy pines, and wooden cottage all present.",6470,200,
14ac453c-0010,openai/gpt-image-1,T2I-041,anthropic/claude-opus-4.7,0.3,5,5,5,N/A,N/A,Strong watercolor feel with visible washes and paper texture; all prompt elements present.,6925,200,
14ac453c-0010,openai/gpt-image-1,T2I-041,openai/gpt-5.5,0.0,5,5,5,N/A,N/A,"Excellent match: convincing watercolor with visible loose brushwork and paper grain, small wooden cottage in snowy pine forest, pink-lavender dusk sky, and warm yellow window light. Non-photoreal style is well maintained.",8356,200,
14ac453c-0010,openai/gpt-image-1,T2I-041,openai/gpt-5.5,0.3,5,5,5,N/A,N/A,"Strong match: clearly watercolor with visible loose brushwork and paper grain, small wooden cottage in snowy pine forest, pink-lavender dusk sky, and warm yellow window light; appropriately non-photorealistic.",7585,200,
14ac453c-0011,google/imagen-3,T2I-111,anthropic/claude-opus-4.7,0.0,2,4,N/A,2,3,"Isometric style achieved with many requested elements present (café, bookstore with cat, taxi, statue, courier on red bike), but numerous specifics fail: pedestrian count exceeds four, no two men in suits drinking espresso, no fallen chair clearly shown, banners text garbled, no clear 'Dr. M. Ruiz DDS' plaque, shadows inconsistent, courier lacks pizza box, signage text largely unreadable/misspelled.",9366,200,
14ac453c-0011,google/imagen-3,T2I-111,anthropic/claude-opus-4.7,0.3,2,4,N/A,2,3,"Isometric style and many elements present (café, bookstore with cat, taxi, statue, courier, dog), but text is largely garbled ('AIPORA CAFE', 'PRAMBLE & VINE BOOKS'), banners unreadable, no visible DDS plaque, pedestrian count exceeds four, shadows inconsistent, missing fallen chair and three pigeons clearly, no clear espresso scene with two suited men.",9977,200,
14ac453c-0011,google/imagen-3,T2I-111,openai/gpt-5.5,0.0,,,,,,,15217,200,json_parse_failed: ''
14ac453c-0011,google/imagen-3,T2I-111,openai/gpt-5.5,0.3,,,,,,,13270,200,json_parse_failed: ''
14ac453c-0012,openai/gpt-image-1,T2I-111,anthropic/claude-opus-4.7,0.0,2,3,4,2,3,"Captures isometric city block with café, bookstore, library, taxi, statue, but misses many specifics: no DDS plaque, banners garbled, no clear pizza courier, two dogs instead of one, more than 4 pedestrians, no 3 pigeons, shadows inconsistent. Text largely unreadable/misspelled.",8283,200,
14ac453c-0012,openai/gpt-image-1,T2I-111,anthropic/claude-opus-4.7,0.3,2,3,4,2,3,"Captures isometric city block with café, bookstore, library, taxi, statue, dog. Misses many specifics: too many pedestrians, no DDS plaque, banners garbled, no clear pizza courier, two dogs, no 3 pigeons, shadows inconsistent. Text largely misspelled (Auroba Cafe, Librart).",7476,200,
14ac453c-0012,openai/gpt-image-1,T2I-111,openai/gpt-5.5,0.0,,,,,,,12971,200,json_parse_failed: ''
14ac453c-0012,openai/gpt-image-1,T2I-111,openai/gpt-5.5,0.3,,,,,,,12417,200,json_parse_failed: ''
14ac453c-0013,google/imagen-3,T2I-118,anthropic/claude-opus-4.7,0.0,3,3,3,N/A,3,"Captures many named elements (fruit seller with awning and scale, cobra basket, sadhu, sitar/tabla musicians, elephant with noblewoman, dog, kite, fort/minarets), but brassware is scattered not pyramid, no clear been-player charmer, kite is on ground not flying, awning stripes incorrect color combo, and miniature style is approximate rather than refined Mughal linework.",8048,200,
14ac453c-0013,google/imagen-3,T2I-118,anthropic/claude-opus-4.7,0.3,3,4,4,N/A,3,"Captures most named elements (fruit stall with awning and scale, cobra, sadhu, sitar/tabla duo, elephant with noblewoman, dog, kite, fort/minarets) but brassware is scattered not pyramid-stacked, no clear peacock-feather fan attendant, three children not clearly grouped watching, and kite is on ground rather than flying. Style is reasonably miniature-like with jewel tones.",6971,200,
14ac453c-0013,google/imagen-3,T2I-118,openai/gpt-5.5,0.0,,,,,,,11006,200,json_parse_failed: ''
14ac453c-0013,google/imagen-3,T2I-118,openai/gpt-5.5,0.3,,,,,,,12905,200,json_parse_failed: ''
14ac453c-0014,openai/gpt-image-1,T2I-118,anthropic/claude-opus-4.7,0.0,3,4,N/A,N/A,3,"Captures many elements (snake charmer, brassware, sadhu, tabla/sitar, elephant with noblewoman and peacock fan, dog, minarets) but missing balance scale, kite is on ground not flying, no clear striped awning over fruit seller, only loosely panoramic. Style is decent miniature-inspired but lacks fine gold-leaf detail.",8449,200,
14ac453c-0014,openai/gpt-image-1,T2I-118,anthropic/claude-opus-4.7,0.3,3,4,N/A,N/A,4,"Captures many elements (snake charmer, brassware vendor, sadhu, musicians, elephant with noblewoman/peacock fan, dog, minarets) but missing balance scale, awning is on far left edge only, no visible red kite (only kite fragment), pomegranates basket without clear seller/customer interaction. Style is decent miniature-inspired but lacks fine gold-leaf detail.",11515,200,
14ac453c-0014,openai/gpt-image-1,T2I-118,openai/gpt-5.5,0.0,,,,,,,14571,200,json_parse_failed: ''
14ac453c-0014,openai/gpt-image-1,T2I-118,openai/gpt-5.5,0.3,,,,,,,13056,200,json_parse_failed: ''
14ac453c-0015,google/imagen-3,T2I-119,anthropic/claude-opus-4.7,0.0,2,2,3,1,2,"Title is garbled ('System System — Anteror View'), many labels misspelled ('Laryx','Trocecurg pusedlous','Secondar Bronchioles','Diaphrer cavity'). Missing labels (oral cavity, left primary bronchus, lobe counts unclear). Lungs do not clearly show 3 vs 2 lobes or cardiac notch. Inset present but unclear capillary structure.",8354,200,
14ac453c-0015,google/imagen-3,T2I-119,anthropic/claude-opus-4.7,0.3,2,2,3,1,2,"Title is garbled ('System System — Anteror View'), many labels misspelled (Laryx, Trocecurg, Diaphrer, Alveoli yvleds). Lobes not clearly delineated, no cardiac notch, no nasal/oral cavity depicted, inset lacks clear alveolar cluster with two capillaries.",7274,200,
14ac453c-0015,google/imagen-3,T2I-119,openai/gpt-5.5,0.0,,,,,,,11398,200,json_parse_failed: ''
14ac453c-0015,google/imagen-3,T2I-119,openai/gpt-5.5,0.3,,,,,,,12425,200,json_parse_failed: ''
14ac453c-0016,openai/gpt-image-1,T2I-119,anthropic/claude-opus-4.7,0.0,3,4,4,4,2,"Title present and most labels correct, but 'Larynx' and 'Bronchioles' labels missing. Right/left lung labels appear swapped relative to anatomical convention (anterior view: viewer's left = patient's right). Lobes not clearly distinguished, no cardiac notch visible. Inset shows alveoli with capillaries adequately.",7568,200,
14ac453c-0016,openai/gpt-image-1,T2I-119,anthropic/claude-opus-4.7,0.3,3,4,4,4,2,Anterior view labels mostly present but 'Larynx' and 'Bronchioles' missing; right/left lungs are swapped relative to anterior view convention and lobes not clearly differentiated; no visible cardiac notch; inset shows alveoli but capillaries don't clearly cross one alveolus. Title and most labels render cleanly.,8033,200,
14ac453c-0016,openai/gpt-image-1,T2I-119,openai/gpt-5.5,0.0,,,,,,,11258,200,json_parse_failed: ''
14ac453c-0016,openai/gpt-image-1,T2I-119,openai/gpt-5.5,0.3,,,,,,,11991,200,json_parse_failed: ''
